Province/State,Country,Last Update,Confirmed,Suspected,Recovered,Deathss,Unnamed: 0,Deaths
Shanghai,Mainland China,2020-01-21,9.0,10.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-21,1.0,0.0,0.0,,,0.0
Beijing,Mainland China,2020-01-21,10.0,0.0,0.0,,,0.0
Taiwan,Mainland China,2020-01-21,1.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-21,2.0,1.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-21,2.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Anhui,Mainland China,2020-01-21,0.0,3.0,0.0,,,0.0
Shandong,Mainland China,2020-01-21,1.0,0.0,0.0,,,0.0
Guangdong,Mainland China,2020-01-21,17.0,4.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-21,2.0,0.0,0.0,,,0.0
Henan,Mainland China,2020-01-21,1.0,0.0,0.0,,,0.0
Zhejiang,Mainland China,2020-01-21,5.0,16.0,0.0,,,0.0
Hainan,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Hubei,Mainland China,2020-01-21,270.0,11.0,0.0,,,0.0
Hunan,Mainland China,2020-01-21,1.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Chongqing,Mainland China,2020-01-21,5.0,0.0,0.0,,,0.0
Hong Kong,Mainland China,2020-01-21,0.0,117.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-21,0.0,1.0,0.0,,,0.0
Unknown,Japan,2020-01-21,1.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-21,2.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-21,1.0,0.0,0.0,,,0.0
Washington,United States,2020-01-21,1.0,0.0,0.0,,,0.0
Anhui,Mainland China,2020-01-22,1.0,4.0,0.0,,,0.0
Beijing,Mainland China,2020-01-22,14.0,0.0,0.0,,,0.0
Chongqing,Mainland China,2020-01-22,6.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Gansu,Mainland China,2020-01-22,0.0,0.0,0.0,,,0.0
Guangdong,Mainland China,2020-01-22,26.0,1.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-22,2.0,1.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Hainan,Mainland China,2020-01-22,4.0,0.0,0.0,,,0.0
Hebei,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-22,0.0,1.0,0.0,,,0.0
Henan,Mainland China,2020-01-22,5.0,0.0,0.0,,,0.0
Hong Kong,Mainland China,2020-01-22,0.0,117.0,0.0,,,0.0
Hubei,Mainland China,2020-01-22,444.0,0.0,0.0,,,0.0
Hunan,Mainland China,2020-01-22,4.0,0.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-22,0.0,0.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-22,2.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-22,0.0,1.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-22,2.0,0.0,0.0,,,0.0
Macau,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-22,0.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-22,0.0,0.0,0.0,,,0.0
Shandong,Mainland China,2020-01-22,2.0,0.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-22,9.0,10.0,0.0,,,0.0
Shanxi,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-22,5.0,2.0,0.0,,,0.0
Taiwan,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-22,4.0,0.0,0.0,,,0.0
Tibet,China,2020-01-22,0.0,0.0,0.0,,,0.0
Washington,US,2020-01-22,1.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-22,0.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-22,1.0,0.0,0.0,,,0.0
Zhejiang,Mainland China,2020-01-22,10.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-22,2.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-22,2.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-22,1.0,0.0,0.0,,,0.0
Anhui,Mainland China,2020-01-23,9.0,4.0,0.0,,,0.0
Beijing,Mainland China,2020-01-23,22.0,0.0,0.0,,,0.0
Chongqing,Mainland China,2020-01-23,9.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-23,5.0,2.0,0.0,,,0.0
Gansu,Mainland China,2020-01-23,2.0,0.0,0.0,,,0.0
Guangdong,Mainland China,2020-01-23,32.0,1.0,2.0,,,0.0
Guangxi,Mainland China,2020-01-23,5.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-23,3.0,0.0,0.0,,,0.0
Hainan,Mainland China,2020-01-23,5.0,32.0,0.0,,,0.0
Hebei,Mainland China,2020-01-23,1.0,0.0,0.0,1.0,,0.0
Heilongjiang,Mainland China,2020-01-23,2.0,0.0,0.0,,,0.0
Henan,Mainland China,2020-01-23,5.0,0.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-23,2.0,65.0,0.0,,,0.0
Hubei,Mainland China,2020-01-23,444.0,0.0,28.0,17.0,,0.0
Hunan,Mainland China,2020-01-23,9.0,0.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-23,0.0,1.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-23,5.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-23,7.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-23,1.0,0.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-23,3.0,0.0,0.0,,,0.0
Macau,Macau,2020-01-23,2.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-23,1.0,0.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-23,0.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-23,3.0,1.0,0.0,,,0.0
Shandong,Mainland China,2020-01-23,6.0,2.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-23,16.0,22.0,0.0,,,0.0
Shanxi,Mainland China,2020-01-23,1.0,0.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-23,8.0,2.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-23,1.0,0.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-23,4.0,0.0,0.0,,,0.0
Tibet,Mainland China,2020-01-23,0.0,0.0,0.0,,,0.0
Washington,US,2020-01-23,1.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-23,2.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-23,2.0,0.0,0.0,,,0.0
Zhejiang,Mainland China,2020-01-23,27.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-23,1.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-23,3.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-23,1.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-23,1.0,0.0,0.0,,,0.0
Unknown,Philippines,2020-01-23,0.0,4.0,0.0,,,0.0
Unknown,Malaysia,2020-01-23,0.0,4.0,0.0,,,0.0
Unknown,Vietnam,2020-01-23,2.0,0.0,0.0,,,0.0
Unknown,Australia,2020-01-23,0.0,1.0,0.0,,,0.0
Unknown,Mexico,2020-01-23,0.0,1.0,0.0,,,0.0
Unknown,Brazil,2020-01-23,0.0,1.0,0.0,,,0.0
Unknown,Colombia,2020-01-23,0.0,1.0,0.0,,,0.0
Hubei,Mainland China,2020-01-24,549.0,0.0,31.0,24.0,,0.0
Guangdong,Mainland China,2020-01-24,53.0,0.0,2.0,,,0.0
Zhejiang,Mainland China,2020-01-24,43.0,0.0,1.0,,,0.0
Beijing,Mainland China,2020-01-24,26.0,22.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-24,20.0,0.0,0.0,,,0.0
Hunan,Mainland China,2020-01-24,24.0,0.0,0.0,,,0.0
Anhui,Mainland China,2020-01-24,15.0,4.0,0.0,,,0.0
Chongqing,Mainland China,2020-01-24,27.0,13.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-24,15.0,4.0,0.0,,,0.0
Shandong,Mainland China,2020-01-24,9.0,0.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-24,13.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-24,5.0,2.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-24,9.0,0.0,0.0,,,0.0
Henan,Mainland China,2020-01-24,9.0,0.0,0.0,,,0.0
Hainan,Mainland China,2020-01-24,8.0,32.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-24,5.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-24,7.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-24,3.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-24,3.0,0.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-24,4.0,0.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-24,2.0,36.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-24,4.0,0.0,0.0,1.0,,0.0
Macau,Macau,2020-01-24,2.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-24,2.0,0.0,0.0,,,0.0
Gansu,Mainland China,2020-01-24,2.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-24,2.0,0.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-24,1.0,0.0,0.0,,,0.0
Shanxi,Mainland China,2020-01-24,1.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-24,3.0,0.0,0.0,,,0.0
Hebei,Mainland China,2020-01-24,2.0,0.0,0.0,1.0,,0.0
Ningxia,Mainland China,2020-01-24,1.0,0.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-24,1.0,2.0,0.0,,,0.0
Washington,US,2020-01-24,1.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-24,2.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-24,4.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-24,1.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-24,1.0,0.0,0.0,,,0.0
Unknown,Vietnam,2020-01-24,2.0,0.0,0.0,,,0.0
Hubei,Mainland China,2020-01-24,549.0,0.0,31.0,24.0,,0.0
Guangdong,Mainland China,2020-01-24,53.0,0.0,2.0,,,0.0
Zhejiang,Mainland China,2020-01-24,43.0,0.0,1.0,,,0.0
Beijing,Mainland China,2020-01-24,36.0,0.0,1.0,,,0.0
Chongqing,Mainland China,2020-01-24,27.0,13.0,0.0,,,0.0
Hunan,Mainland China,2020-01-24,24.0,0.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-24,23.0,0.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-24,20.0,22.0,1.0,,,0.0
Jiangxi,Mainland China,2020-01-24,18.0,0.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-24,15.0,4.0,0.0,,,0.0
Shandong,Mainland China,2020-01-24,15.0,0.0,0.0,,,0.0
Anhui,Mainland China,2020-01-24,15.0,4.0,0.0,,,0.0
Fujian,Mainland China,2020-01-24,10.0,2.0,0.0,,,0.0
Henan,Mainland China,2020-01-24,9.0,42.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-24,9.0,0.0,0.0,,,0.0
Hainan,Mainland China,2020-01-24,8.0,32.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-24,8.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-24,5.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-24,5.0,0.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-24,4.0,0.0,0.0,1.0,,0.0
Liaoning,Mainland China,2020-01-24,4.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-24,3.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-24,3.0,0.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-24,3.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-24,2.0,1.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-24,2.0,36.0,0.0,,,0.0
Macau,Macau,2020-01-24,2.0,0.0,0.0,,,0.0
Hebei,Mainland China,2020-01-24,2.0,0.0,0.0,1.0,,0.0
Gansu,Mainland China,2020-01-24,2.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-24,2.0,0.0,0.0,,,0.0
Shanxi,Mainland China,2020-01-24,1.0,0.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-24,1.0,2.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-24,0.0,1.0,0.0,,,0.0
Washington,US,2020-01-24,1.0,0.0,0.0,,,0.0
Chicago,US,2020-01-24,1.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-24,2.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-24,5.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-24,2.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-24,3.0,0.0,0.0,,,0.0
Unknown,Vietnam,2020-01-24,2.0,0.0,0.0,,,0.0
Unknown,France,2020-01-24,2.0,0.0,0.0,,,0.0
Hubei,Mainland China,2020-01-25,729.0,0.0,32.0,39.0,,0.0
Guangdong,Mainland China,2020-01-25,78.0,0.0,2.0,,,0.0
Zhejiang,Mainland China,2020-01-25,62.0,0.0,1.0,,,0.0
Chongqing,Mainland China,2020-01-25,57.0,0.0,0.0,,,0.0
Hunan,Mainland China,2020-01-25,43.0,0.0,0.0,,,0.0
Anhui,Mainland China,2020-01-25,39.0,4.0,0.0,,,0.0
Beijing,Mainland China,2020-01-25,36.0,0.0,1.0,,,0.0
Shanghai,Mainland China,2020-01-25,33.0,22.0,1.0,,,0.0
Henan,Mainland China,2020-01-25,32.0,1.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-25,28.0,4.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-25,23.0,0.0,0.0,,,0.0
Shandong,Mainland China,2020-01-25,21.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-25,18.0,0.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-25,18.0,0.0,1.0,,,0.0
Hainan,Mainland China,2020-01-25,17.0,0.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-25,15.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-25,10.0,4.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-25,9.0,0.0,0.0,1.0,,0.0
Tianjin,Mainland China,2020-01-25,8.0,0.0,0.0,,,0.0
Hebei,Mainland China,2020-01-25,8.0,0.0,0.0,1.0,,0.0
Shanxi,Mainland China,2020-01-25,6.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-25,5.0,0.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-25,5.0,36.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-25,5.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Gansu,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-25,3.0,1.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-25,3.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-25,3.0,0.0,0.0,,,0.0
Macau,Macau,2020-01-25,2.0,0.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-25,2.0,0.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-25,0.0,1.0,0.0,,,0.0
Washington,US,2020-01-25,1.0,0.0,0.0,,,0.0
Illinois,US,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-25,5.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Vietnam,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,France,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Australia,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Nepal,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Malaysia,2020-01-25,3.0,0.0,0.0,,,0.0
Hubei,Mainland China,2020-01-25,761.0,0.0,32.0,40.0,,0.0
Guangdong,Mainland China,2020-01-25,78.0,0.0,2.0,,,0.0
Zhejiang,Mainland China,2020-01-25,62.0,0.0,1.0,,,0.0
Chongqing,Mainland China,2020-01-25,57.0,0.0,0.0,,,0.0
Hunan,Mainland China,2020-01-25,43.0,0.0,0.0,,,0.0
Beijing,Mainland China,2020-01-25,41.0,0.0,2.0,,,0.0
Anhui,Mainland China,2020-01-25,39.0,4.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-25,33.0,72.0,1.0,,,0.0
Henan,Mainland China,2020-01-25,32.0,1.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-25,28.0,4.0,0.0,,,0.0
Shandong,Mainland China,2020-01-25,27.0,0.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-25,23.0,0.0,0.0,,,0.0
Hainan,Mainland China,2020-01-25,19.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-25,18.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-25,18.0,20.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-25,18.0,0.0,1.0,,,0.0
Liaoning,Mainland China,2020-01-25,17.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-25,15.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-25,11.0,58.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-25,10.0,0.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-25,9.0,0.0,0.0,1.0,,0.0
Hebei,Mainland China,2020-01-25,8.0,0.0,0.0,1.0,,0.0
Inner Mongolia,Mainland China,2020-01-25,7.0,0.0,0.0,,,0.0
Shanxi,Mainland China,2020-01-25,6.0,0.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-25,5.0,244.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Gansu,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-25,3.0,1.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-25,3.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-25,3.0,0.0,0.0,,,0.0
Macau,Macau,2020-01-25,2.0,0.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-25,1.0,0.0,0.0,,,0.0
Washington,US,2020-01-25,1.0,0.0,0.0,,,0.0
Illinois,US,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-25,7.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Vietnam,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,France,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Australia,2020-01-25,4.0,0.0,0.0,,,0.0
Unknown,Nepal,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Malaysia,2020-01-25,3.0,0.0,0.0,,,0.0
Hubei,Mainland China,2020-01-25,1052.0,0.0,42.0,52.0,,0.0
Zhejiang,Mainland China,2020-01-25,104.0,0.0,1.0,,,0.0
Guangdong,Mainland China,2020-01-25,98.0,0.0,2.0,,,0.0
Henan,Mainland China,2020-01-25,83.0,3.0,0.0,1.0,,0.0
Chongqing,Mainland China,2020-01-25,75.0,0.0,0.0,,,0.0
Hunan,Mainland China,2020-01-25,69.0,0.0,0.0,,,0.0
Anhui,Mainland China,2020-01-25,60.0,4.0,0.0,,,0.0
Beijing,Mainland China,2020-01-25,51.0,0.0,2.0,,,0.0
Sichuan,Mainland China,2020-01-25,44.0,4.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-25,40.0,72.0,1.0,1.0,,0.0
Shandong,Mainland China,2020-01-25,39.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-25,36.0,0.0,0.0,,,0.0
Guangxi,Mainland China,2020-01-25,33.0,0.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-25,31.0,0.0,1.0,,,0.0
Hainan,Mainland China,2020-01-25,19.0,0.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-25,19.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-25,18.0,20.0,0.0,1.0,,0.0
Heilongjiang,Mainland China,2020-01-25,15.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-25,15.0,0.0,0.0,,,0.0
Tianjin,Mainland China,2020-01-25,13.0,0.0,0.0,,,0.0
Hebei,Mainland China,2020-01-25,13.0,0.0,0.0,1.0,,0.0
Yunnan,Mainland China,2020-01-25,11.0,58.0,0.0,,,0.0
Shanxi,Mainland China,2020-01-25,9.0,0.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-25,7.0,0.0,0.0,,,0.0
Gansu,Mainland China,2020-01-25,7.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-25,5.0,0.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-25,5.0,244.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-25,4.0,1.0,0.0,,,0.0
Jilin,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-25,4.0,0.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-25,3.0,0.0,0.0,,,0.0
Macau,Macau,2020-01-25,2.0,0.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-25,1.0,0.0,0.0,,,0.0
Washington,US,2020-01-25,1.0,0.0,0.0,,,0.0
Illinois,US,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,Thailand,2020-01-25,7.0,0.0,0.0,,,0.0
Unknown,South Korea,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Vietnam,2020-01-25,2.0,0.0,0.0,,,0.0
Unknown,France,2020-01-25,3.0,0.0,0.0,,,0.0
Unknown,Australia,2020-01-25,4.0,0.0,0.0,,,0.0
Unknown,Nepal,2020-01-25,1.0,0.0,0.0,,,0.0
Unknown,Malaysia,2020-01-25,3.0,0.0,0.0,,,0.0
Hubei,Mainland China,2020-01-26,1058.0,0.0,42.0,52.0,,0.0
Guangdong,Mainland China,2020-01-26,111.0,0.0,2.0,,,0.0
Zhejiang,Mainland China,2020-01-26,104.0,0.0,1.0,,,0.0
Henan,Mainland China,2020-01-26,83.0,3.0,0.0,1.0,,0.0
Chongqing,Mainland China,2020-01-26,75.0,0.0,0.0,,,0.0
Hunan,Mainland China,2020-01-26,69.0,0.0,0.0,,,0.0
Beijing,Mainland China,2020-01-26,68.0,0.0,2.0,,,0.0
Anhui,Mainland China,2020-01-26,60.0,4.0,0.0,,,0.0
Shandong,Mainland China,2020-01-26,46.0,0.0,0.0,,,0.0
Sichuan,Mainland China,2020-01-26,44.0,4.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-26,40.0,72.0,1.0,1.0,,0.0
Guangxi,Mainland China,2020-01-26,36.0,0.0,0.0,,,0.0
Jiangxi,Mainland China,2020-01-26,36.0,0.0,0.0,,,0.0
Fujian,Mainland China,2020-01-26,35.0,20.0,0.0,,,0.0
Jiangsu,Mainland China,2020-01-26,33.0,0.0,1.0,,,0.0
Hainan,Mainland China,2020-01-26,22.0,0.0,0.0,,,0.0
Shaanxi,Mainland China,2020-01-26,22.0,0.0,0.0,,,0.0
Liaoning,Mainland China,2020-01-26,21.0,0.0,0.0,,,0.0
Yunnan,Mainland China,2020-01-26,16.0,36.0,0.0,,,0.0
Heilongjiang,Mainland China,2020-01-26,15.0,0.0,0.0,1.0,,0.0
Tianjin,Mainland China,2020-01-26,14.0,0.0,0.0,,,0.0
Hebei,Mainland China,2020-01-26,13.0,0.0,0.0,1.0,,0.0
Shanxi,Mainland China,2020-01-26,9.0,0.0,0.0,,,0.0
Hong Kong,Hong Kong,2020-01-26,8.0,244.0,0.0,,,0.0
Inner Mongolia,Mainland China,2020-01-26,7.0,0.0,0.0,,,0.0
Gansu,Mainland China,2020-01-26,7.0,0.0,0.0,,,0.0
Guizhou,Mainland China,2020-01-26,5.0,0.0,0.0,,,0.0
Macau,Macau,2020-01-26,5.0,0.0,0.0,,,0.0
Ningxia,Mainland China,2020-01-26,4.0,0.0,0.0,,,0.0
Jilin,Mainland China,2020-01-26,4.0,0.0,0.0,,,0.0
Taiwan,Taiwan,2020-01-26,4.0,0.0,0.0,,,0.0
Xinjiang,Mainland China,2020-01-26,4.0,0.0,0.0,,,0.0
Qinghai,Mainland China,2020-01-26,1.0,0.0,0.0,,,0.0
Washington,US,2020-01-26,1.0,0.0,0.0,,,0.0
Illinois,US,2020-01-26,1.0,0.0,0.0,,,0.0
California,US,2020-01-26,1.0,0.0,0.0,,,0.0
Unknown,Japan,2020-01-26,4.0,0.0,1.0,,,0.0
Unknown,Thailand,2020-01-26,8.0,0.0,2.0,,,0.0
Unknown,South Korea,2020-01-26,3.0,0.0,0.0,,,0.0
Unknown,Singapore,2020-01-26,4.0,0.0,0.0,,,0.0
Unknown,Vietnam,2020-01-26,2.0,0.0,0.0,,,0.0
Unknown,France,2020-01-26,3.0,0.0,0.0,,,0.0
Unknown,Australia,2020-01-26,4.0,0.0,0.0,,,0.0
Unknown,Nepal,2020-01-26,1.0,0.0,0.0,,,0.0
Unknown,Malaysia,2020-01-26,4.0,0.0,0.0,,,0.0
Ontario,Canada,2020-01-26,1.0,0.0,0.0,,,0.0
Shanghai,Mainland China,2020-01-21,9.0,10.0,0.0,0.0,0.0,0.0
Yunnan,Mainland China,2020-01-21,1.0,0.0,0.0,0.0,1.0,0.0
Beijing,Mainland China,2020-01-21,10.0,0.0,0.0,0.0,2.0,0.0
Taiwan,Taiwan,2020-01-21,1.0,0.0,0.0,0.0,3.0,0.0
Jilin,Mainland China,2020-01-21,0.0,1.0,0.0,0.0,4.0,0.0
Sichuan,Mainland China,2020-01-21,2.0,1.0,0.0,0.0,5.0,0.0
Tianjin,Mainland China,2020-01-21,2.0,0.0,0.0,0.0,6.0,0.0
Ningxia,Mainland China,2020-01-21,0.0,1.0,0.0,0.0,7.0,0.0
Anhui,Mainland China,2020-01-21,0.0,3.0,0.0,0.0,8.0,0.0
Shandong,Mainland China,2020-01-21,1.0,0.0,0.0,0.0,9.0,0.0
Guangdong,Mainland China,2020-01-21,17.0,4.0,0.0,0.0,10.0,0.0
Guangxi,Mainland China,2020-01-21,0.0,1.0,0.0,0.0,11.0,0.0
